HARMFUL_SK,HARMFUL_DESCRIPTIONS,HARMFUL_CODES
c72216ef0b5109da7d975c2416f4d1b3,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;DITCH;Ran Off Road-Left,1;12;31;34;64
2bb4cfc214d4db67f1d9c99a32cd5318,CURB;SHRUBBERY;OTHER FIXED OBJECTS;Ran Off Road-Left;UNKNOWN MOST HARMFUL EVENT,33;41;43;64;99
deed7f5ae5f577c7610431397ee7fbb2,BUILDING;Occupant Struck By Own Vehicle,19;74
28023ca7fd6590af5f707d105bb1e32f,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;BUILDING;FENCE,12;14;19;38
e6c515bc3bb800c1c30309f81a0f01cf,CURB;PEDESTRIAN,33;7;8
921399903b960cc6746b18677b6ee88d,DITCH;Other Traffic Barrier;Ran Off Road-Left,34;37;64
26c14289091b29756d98e03bfec72ccd,BRIDGE PARPET END;DITCH;Ran Off Road-Left,22;34;64
61b73cd0e1255cef124bb4f53411b9a3,GUARDRAIL END;UTILITY POLE,1;25;30
d117a480cb4b96024a1851ac3470b5f1,MOTOR VEHICLE IN TRANSPORT;Vehicle Airborne,12;67
ab794a71dbb01717ebaa3c8de3978e16,CULVERT;Ran Off Road-Left,1;2;32;6;64
53879168dd1df9d95139b1b794d21533,DITCH;SHRUBBERY;Ran Off Road-Right;Ran Off Road-Left,34;41;63;64
376a4de364b40f162e9c779449e99d15,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;BUILDING;TRAFFIC SIGNAL SUPPORT,12;14;19;46
43715d710f979984dd01b148a6ecec9d,MOTOR VEHICLE IN TRANSPORT;OTHER POST; POLE; SUPP.;WALL,12;31;39
24a4a0b5a57a7e5d5ac4b1a000d26b61,MOTOR VEHICLE IN TRANSPORT;DITCH;Ran Off Road-Right;EMBANKMENT EARTH,12;34;63;71
4e84b2237012f2257959218d678f9daa,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,12;14;54;55
c4b681552caecad560633cea0b789280,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);CURB;Other Traffic Barrier;SHRUBBERY;Vehicle Airborne,14;18;33;37;41;67
d1ec52fb5260667aa21225a01df9d5e1,CURB,33;5;7
d996fcf203b08fa83c0beb3842d3549d,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL END;CULVERT;DITCH;TREE,12;25;32;34;42
70d753fd86d4a63d8ad2c38116f7f4fd,CURB;FENCE;EMBANKMENT EARTH;EMBANKMENT ROCK/STONE/CONCRETE,33;38;71;72
0f378d145c65685a91fe10c9cf661f5e,RAILWAY TRAIN;OVERHEAD SIGN SUPPORT;Ran Off Road-Right,10;28;63
ab64a8ecada345a3cc5c0b78b980f155,UTILITY POLE;FIRE HYDRANT;Motor Vehicle-In-Motion Outside Trafficw,30;47;55
7ef6870a4a135d4539e8e55ec7382f99,PARKED MOTOR VEHICLE;BUILDING;Ran Off Road-Right,14;19;63
8c3a0da3973c9c50111afffc58d48255,OTHER POST; POLE; SUPP.;CULVERT;Ran Off Road-Right;Vehicle Airborne,1;31;32;63;67
d94c5e46e0b82e74c173db4a06a39159,Cross Median;EMBANKMENT EARTH,1;65;71
396fc18cdb8cc5dc26707c87282a095e,OTHER OBJECT (NOT FIXED);DEER (ANIMAL),18;50
f1ce3e111e086c4d6a44fae55ccf8239,Ran Off Road-Right;EMBANKMENT EARTH;EMBANKMENT ROCK/STONE/CONCRETE,1;63;71;72
bf5f247bbb5cd9ff18288e9923faaea5,Ran Off Road-Right;EMBANKMENT EARTH;UNKNOWN MOST HARMFUL EVENT,1;63;71;99
40dcaf7e200842f501357d33d2198222,PARKED MOTOR VEHICLE;FENCE;OTHER FIXED OBJECTS,14;38;43
b9a0d7675a57c2ecf46027ca7278e297,UTILITY POLE;CURB;DITCH;Ran Off Road-Right,30;33;34;63
b6e3e1ce2cce1a5f1dad9964224f9886,DITCH;Ran Off Road-Right;Ran Off Road-Left,1;34;63;64
d02e3ee760290dbd072b1fcd80bc772c,CULVERT;Ran Off Road-Right;EMBANKMENT EARTH,32;63;71
869c3f71a8d27341b6345cdeb596fd4a,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;SHRUBBERY,13;41;5
4ff5a7c5813b68e670a3a1f9f8bf0ba0,GUARDRAIL END;DITCH;MAIL BOX,25;34;40
7a2333ffe7a670a51e10922d4e08480c,Ran Off Road-Left;Cross Center Line;EMBANKMENT EARTH,1;64;68;71
b921d1099bbac4539b3fbb66df1e8e68,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;GUARDRAIL END,13;25
61be8ce9d37f038c70c4d4946934ca55,TREE,42;6
9cf3a658404b3124696fed268f8469f2,MOTOR VEHICLE IN TRANSPORT;OTHER TYPE NON-MOTORIST;PEDESTRIAN;UNKNOWN MOST HARMFUL EVENT,12;15;8;99
542a3faf06bccde826007f9ae76c3926,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT,12;12
78ec766afacfd18b8d09678690fc2aef,UTILITY POLE;CURB;OTHER FIXED OBJECTS,30;33;43
3111d82575f8b8515f7f6ee66bd9a2a1,TREE;TRAFFIC SIGNAL SUPPORT;Motor Vehicle-In-Motion Outside Trafficw,42;46;55
c6b29204f7d25e5f8a892e07749f12fe,UTILITY POLE;TREE;Cross Center Line,30;42;68
efb7e740b4c2f78bce5a6a0651dc788c,OVERHEAD SIGN SUPPORT;Ran Off Road-Left,28;64
6a51d65798401dad30c88edfc92f9c2a,Ran Off Road-Right;EMBANKMENT EARTH,6;63;7;71
ef4edd4fcf5d5d74b1960aef8e8dc574,MOTOR VEHICLE IN TRANSPORT;Motor Vehicle-In-Motion Outside Trafficw;Cross Center Line,12;55;68
080f91a793c4278cc7524f700b8d5547,PARKED MOTOR VEHICLE;CULVERT;FENCE;TREE;Ran Off Road-Left,1;14;32;38;42;64
acbeeb0824cde93d68ccb8111067f824,MOTOR VEHICLE IN TRANSPORT;Set In Motion By Motor Vehicle;PEDESTRIAN,12;54;8
9de89c0b88cd03434d320297c518aa3c,FENCE;Cargo Equip Loss/Shift,38;60
42ff1759e30d78dde3a5bc99113143ba,GUARDRAIL FACE;H-WAY TRAFFIC SIGNAL POST;OTHER POST; POLE; SUPP.;CONCRETE TRAFFIC BARRIER,24;27;31;36
ef70c0da448b11fdb0242e19e8999e46,CULVERT;DITCH;SHRUBBERY,32;34;41
50ee8687c50f4abec55193eb42b27eae,UTILITY POLE;CURB;FENCE;TREE;Ran Off Road-Right,30;33;38;42;63
44c4d3b602b6890477e5832cf556b6b8,GUARDRAIL FACE;DITCH;Vehicle Airborne,24;34;67
2dd7fa2520814d8c24874a4900de0042,OTHER OBJECT (NOT FIXED);Ran Off Road-Left,18;2;64;7
714c4c0e6669678bf23cbbf55a89f7d2,THROWN OR FALLING OBJECT;DITCH;Ran Off Road-Right,16;34;63
3a66d0b45882dfa5dc2f968ba4eb1654,RAILWAY TRAIN;UTILITY POLE,10;30
f47c9464c26243255db0709ffca81348,PARKED MOTOR VEHICLE;BUILDING;MAIL BOX;SHRUBBERY;Set In Motion By Motor Vehicle,14;19;40;41;54
6effc74d311c1eecc2ef8e8666b47947,UTILITY POLE;EMBANKMENT ROCK/STONE/CONCRETE,30;72
5ebe3beb4097514172122403b47b6a93,BUILDING;UTILITY POLE;Ran Off Road-Left;EMBANKMENT EARTH,19;30;64;71
5b2f70a3ad930564037ae8ab75829490,OTHER OBJECT (NOT FIXED);SHRUBBERY;TREE;Ran Off Road-Left,18;41;42;64
1a919d2589f68bc2d2e89a1847bdf521,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);UTILITY POLE;Ran Off Road-Right,12;18;30;63
f490a912dd61f614b76e69e64abc46f6,BUILDING;CURB;OTHER FIXED OBJECTS;Ran Off Road-Left;EMBANKMENT ROCK/STONE/CONCRETE,19;33;43;64;72
e7c1d4f111fb066b4d0f6e0fb9887a9c,PARKED MOTOR VEHICLE;BOULDER;Motor Vehicle-In-Motion Outside Trafficw,14;17;55
04b4737abd1b5bf4ccbc7f1c97c8cdd4,PARKED MOTOR VEHICLE;CURB;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left;EMBANKMENT EARTH,14;33;40;55;64;71
5bc5ce04ea0ba6e937c086ff0832d507,MOTOR VEHICLE IN TRANSPORT;Occupant Struck By Own Vehicle,1;12;5;74
51739b55135cdbeefd625cc7f4facbee,Ran Off Road-Right;Cross Center Line;EMBANKMENT EARTH,1;63;68;71
233c3d4798e8edd351844f785c4bd8c5,PARKED MOTOR VEHICLE;EMBANKMENT ROCK/STONE/CONCRETE,14;72
f196ba9304e65421a08956cbbd9e85a7,PARKED MOTOR VEHICLE;LUMINAIRE/LIGHT SUPPORT;OTHER POST; POLE; SUPP.;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Right,1;14;29;31;55;63
ab3226f569db2069f088df62a6e3657d,BRIDGE PARPET END;CURB;MAIL BOX,22;33;40
dd9134ddc95311b7b55525e034624a3c,PARKED MOTOR VEHICLE;BUILDING;CURB;SHRUBBERY;OTHER FIXED OBJECTS,14;19;33;41;43
8b0efb690a3e0a8e02ef4f521ae1cb05,GUARDRAIL END;H-WAY TRAFFIC SIGNAL POST,25;27
baa9a7cba488bb05007c688245639422,DEER (ANIMAL),50;6
e0c9bb0f85308204057f9c1e886bab30,FIRE HYDRANT;Ran Off Road-Right,47;63;7
8b0e049a668827c29a426a4df3aae860,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);H-WAY TRAFFIC SIGNAL POST;CURB,12;18;27;33
b3e31087e8198679bb00a40567103052,Other Traffic Barrier;Motor Vehicle-In-Motion Outside Trafficw,37;55
8afea2cc76f4d04936c5ff057021826f,UTILITY POLE;CURB;Ran Off Road-Right;Ran Off Road-Left,30;33;63;64
27e8fc9c25f021e8d6b00c88832f3e32,BOULDER;H-WAY TRAFFIC SIGNAL POST,17;27
3cc25d2d36183ac8698c78ca69369803,GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER;Motor Vehicle-In-Motion Outside Trafficw,24;36;55
25f05eec042eba4bcb35c4c9403f74a4,OTHER OBJECT (NOT FIXED);SHRUBBERY;Motor Vehicle-In-Motion Outside Trafficw,18;41;55
eada61705a7f296888b15f805829c833,GUARDRAIL FACE;OTHER POST; POLE; SUPP.;Ran Off Road-Right;EMBANKMENT EARTH,24;31;63;71
0115cce1ed66a302b3927ed91d76ace6,PARKED MOTOR VEHICLE;FENCE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,1;14;38;55;64
3300a5523e1cf1833598e505179b1a63,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;PEDESTRIAN,1;12;14;2;8
462e402c2dcc5cbd0316babeccea8051,WALL;OTHER FIXED OBJECTS,39;43
f90cfa47bce9509b426693cadb3c2b65,PARKED MOTOR VEHICLE;BUILDING;FENCE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left;EMBANKMENT EARTH,14;19;2;38;55;64;71
1e6dad025a629a90bdbe6c8cb753d307,H-WAY TRAFFIC SIGNAL POST;WALL,27;39
5b54f2405895503820d7bb83ed8c7f67,EMBANKMENT EARTH,2;71
4afe53e55e8e558c1e10c891971728d1,OTHER POST; POLE; SUPP.;Ran Off Road-Right,31;5;63
46b918b06d1dbe942794b5c420acc85c,Equip Failure;Ran Off Road-Left,61;64;7
4dabce560c4f2052f5073f056a83b1df,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);FENCE,12;18;38
23c93ae8d6eee018edf7f634a30785b4,MOTOR VEHICLE IN TRANSPORT;CURB;SHRUBBERY;TREE,12;33;41;42
907d14866d268639dbef0ac3f5aad29a,H-WAY TRAFFIC SIGNAL POST;UNKNOWN MOST HARMFUL EVENT,27;99
1fb01ddd857c3fa154bda592e7af0afb,PARKED MOTOR VEHICLE;UNKNOWN MOST HARMFUL EVENT,1;14;99
14af00e15c44efad1038143143824e59,BOULDER;MAIL BOX,17;40
a01d62eb85132a574ec26a000501bc81,THROWN OR FALLING OBJECT;OTHER OBJECT (NOT FIXED);LUMINAIRE/LIGHT SUPPORT;EMBANKMENT ROCK/STONE/CONCRETE,16;18;29;72
cc6a4274ba7c70edc96538e03052399e,PARKED MOTOR VEHICLE;DITCH;Ran Off Road-Left,14;34;64
cc7765ee51fdb897c678ab68f8ecf8fb,OTHER POST; POLE; SUPP.;TREE;EMBANKMENT ROCK/STONE/CONCRETE,31;42;72
67d34e2b4778c171bea2a498ac57db11,BRIDGE RAIL,23;7
773edd6477812334cf3f90c75cd672c2,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;H-WAY TRAFFIC SIGNAL POST;TREE;Ran Off Road-Right,12;14;27;42;63
9878bb1229ce69ff39c3e0f4206c3b94,DITCH;FENCE,2;34;38
d02b273007f774c9267c3455364bd9d1,CULVERT;FENCE;Motor Vehicle-In-Motion Outside Trafficw,32;38;55
67da016b6ab1f2fa5cc144a0ad970754,CULVERT;EMBANKMENT EARTH,32;71
b239fbb7f61f4da6e4703a73257d8166,UTILITY POLE;WALL;OTHER FIXED OBJECTS,30;39;43
10765838820b8a0d715dfb7a9e1745d5,LUMINAIRE/LIGHT SUPPORT;CURB;TREE;Ran Off Road-Right,29;33;42;63
ba3e58bfda8212699b4cd385d4f303f9,BUILDING;OTHER POST; POLE; SUPP.;FENCE;Ran Off Road-Left,19;31;38;64
c920ac202cf5582ff0b7ebc098053d40,BOULDER;OTHER POST; POLE; SUPP.;OTHER FIXED OBJECTS,17;31;43
59584b1e5f57c84c0a504b786820e00e,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;CURB;Ran Off Road-Right,12;14;33;63
257cda43cf0b6f56074e8c4d6a9a8368,MOTOR VEHICLE IN TRANSPORT;Other Traffic Barrier;Ran Off Road-Left,12;37;64
029a4ef8f810a0405a158566c790fbd6,UTILITY POLE;Ran Off Road-Right;Ran Off Road-Left;EMBANKMENT EARTH,1;30;63;64;71
ff19910088ddfe71c5d52908aaa18a23,CURB;SHRUBBERY;EMBANKMENT EARTH,33;41;71
6ac2e375ac9ff22b380d489e0704aec6,H-WAY TRAFFIC SIGNAL POST;UTILITY POLE;MAIL BOX;Ran Off Road-Right;EMBANKMENT EARTH,27;30;40;63;71
4394a70999edf454f844e09b6eab7ade,DITCH;MAIL BOX;Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,34;40;63;72
297bf8a91195399281c5e590c4788dd5,GUARDRAIL END;DITCH;UNKNOWN MOST HARMFUL EVENT,25;34;99
dcd8776b076bcf7babb19d198ac27c3a,MOTOR VEHICLE IN TRANSPORT;DITCH;TREE;Ran Off Road-Left,12;34;42;64
3defd80767c1d1a2c8167c611d2eab67,Motor Vehicle-In-Motion Outside Trafficw;Cross Median,55;65;7
e038113cbf907265675b9f2a9c6277a2,CURB;TRAFFIC SIGNAL SUPPORT;EMBANKMENT EARTH,33;46;71
5966cc0fdf673af1d754c3ea459ba2ea,GUARDRAIL FACE,1;24;7
21d0ed5a03645ca042a598ca9aed2f1c,GUARDRAIL END,1;25;7
40816d54421310ea790dd289add496d6,BOULDER;SHRUBBERY,17;41
a429d8fbd6f8e43f740c2249e9d499be,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;Set In Motion By Motor Vehicle;Ran Off Road-Left,12;24;54;64
30d727079676e10f0c7a76d6616331e3,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;Ran Off Road-Right;Vehicle Airborne,1;12;36;63;67
116c907c40523ff095cb1d86e7605685,BUILDING;CURB;TREE;Ran Off Road-Left,19;33;42;64
68fc42f391fe47477ab3167967a1d56a,GUARDRAIL FACE;GUARDRAIL END;SHRUBBERY,24;25;41
bdf1731b5b344f19286df9b6126ad567,DITCH;MAIL BOX;TREE;Ran Off Road-Right,34;40;42;63
f257e1b4c642e04667c51c4467354131,UTILITY POLE;OTHER POST; POLE; SUPP.;FENCE;Ran Off Road-Left,30;31;38;64
3d8fd9b048f6fd885ef03f635f566124,UTILITY POLE;OTHER FIXED OBJECTS;Ran Off Road-Left;Cross Center Line,30;43;64;68
c66464d4d8a05cadb7ef5492cce7b1e1,MOTOR VEHICLE IN TRANSPORT;Cable Barrier;Ran Off Road-Left;Cross Median,12;57;64;65
83b00d7844e626758184d654710edc40,CURB;TREE;Ran Off Road-Right,33;42;63;7
e5bef8ead203969428c1c9127ad166f9,OTHER OBJECT (NOT FIXED);Separation Of Units;EMBANKMENT EARTH,18;62;7;71
c2cf825dca0ad4ef3bf1a6196624ada9,GUARDRAIL FACE;Ran Off Road-Left;Vehicle Airborne;Cross Center Line;EMBANKMENT EARTH,24;64;67;68;71
3d4a8b8043447fca1012641e2f8e028d,OTHER ANIMAL,11;6
fa9bb55b714123022e0a36b0397739f5,Ran Off Road-Right;Vehicle Airborne,1;63;67;7
01156ed5fcbd9314fefb0fe1daf45d6f,CULVERT;FENCE;Ran Off Road-Left;EMBANKMENT EARTH,32;38;64;71
9408108ed2a3ba97e6736ff96b149c82,DEER (ANIMAL);Ran Off Road-Right;EMBANKMENT ROCK/STONE/CONCRETE,1;50;63;72
5ff4a87914c5d3dfc6c50811a095a96c,CULVERT;MAIL BOX;Motor Vehicle-In-Motion Outside Trafficw,32;40;55
299993de120a830e1ba0d51c63e74aa9,BUILDING;MAIL BOX;Down Hill-Run Away,19;40;66
c4580ace422e6cb887bb43bfeebf0c6e,GUARDRAIL FACE;CURB;TREE,24;33;42;6
3910f4fb5e93f5c7deb317e24b51b378,PARKED MOTOR VEHICLE;DITCH;Motor Vehicle-In-Motion Outside Trafficw,14;34;55
3592f4358d21c5360158bfe1f9daeae2,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Ran Off Road-Right,1;12;14;2;63
28209a24e52e02ba74cee127b6f734b5,UTILITY POLE;DITCH;TREE;DEER (ANIMAL),1;30;34;42;50
90a308f5a30fb6c1e0572b8b2753f3a8,MOTOR VEHICLE IN TRANSPORT;WALL;EMBANKMENT EARTH,12;39;71
d3d61f6e79ab60dd1d7781854f9e0e52,GUARDRAIL FACE;H-WAY TRAFFIC SIGNAL POST;EMBANKMENT EARTH,24;27;71
ecefac9fc16325f3751653cfb842b6b8,THROWN OR FALLING OBJECT;PEDESTRIAN,1;16;8
64e7e6f31c59c14df7125dd9f3359d5e,BUILDING;FENCE;OTHER FIXED OBJECTS,1;19;38;43
75fa4878fa2e24d11c9f8653a1fb6f9c,DITCH;Vehicle Airborne,1;34;67
ac811cac5e16ff074abbe0ad6f44cba2,UTILITY POLE;TREE;Ran Off Road-Right,1;30;42;63
aba93f1c6ef8a3f4925db88d74e0edae,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);UNKNOWN MOST HARMFUL EVENT,14;18;99
d21d1c56b69a1c7ee13062674a627fab,TREE;Ran Off Road-Left;Cross Center Line;EMBANKMENT EARTH,42;64;68;71
90ec2764be7dc48c37e1a9e2802cb7e3,OTHER POST; POLE; SUPP.;WALL;SHRUBBERY;Ran Off Road-Right,31;39;41;63
af624af073c278d6bd8699633dbbdb8e,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;CULVERT;Ran Off Road-Left;Cross Center Line,12;30;32;64;68
965affd3ef60888473edcf8d2221b55e,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Motor Vehicle-In-Motion Outside Trafficw,1;12;14;55
47aa868107960ae0d98364694faac718,BOULDER;TREE;Ran Off Road-Right,17;42;63;7
71869f4d4af909e525d469e3bc5f1ffd,PARKED MOTOR VEHICLE;UTILITY POLE;MAIL BOX;SHRUBBERY;FIRE HYDRANT,1;14;30;40;41;47
19043eede318a7cbc35b9a26324b850b,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);UNKNOWN MOST HARMFUL EVENT,12;18;99
39645ca6fe74f25b34793581aa763aeb,PARKED MOTOR VEHICLE;GUARDRAIL END;MAIL BOX;FIRE HYDRANT;Motor Vehicle-In-Motion Outside Trafficw,14;25;40;47;55
9041a6b55e6b501ac8bf344cfffdbde4,UTILITY POLE;DITCH;WALL;DEER (ANIMAL),1;30;34;39;50
7e2b9260012f3cc2c87fa577286f9079,PARKED MOTOR VEHICLE;BUILDING;FENCE;EMBANKMENT EARTH,14;19;38;71
0bdacdaa908f7a04844220e4161c6d96,CULVERT;Occupant Struck By Own Vehicle,32;74
575950cc3a4bba2eea402b8cdde608d2,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;SHRUBBERY,12;36;41
17e1f3f1471d322392dd2aa06bce9309,OTHER OBJECT (NOT FIXED);CONCRETE TRAFFIC BARRIER,18;36;6
06551e01c363cc7eba55cc374c47967f,BUILDING;CURB;DITCH;Ran Off Road-Right,19;33;34;63
af07e46889d19f69a226461a1b9ffc6b,DITCH;CONCRETE TRAFFIC BARRIER;MAIL BOX,34;36;40
9e197ba070d6d3e8118eac2be33f204a,MOTOR VEHICLE IN TRANSPORT;UTILITY POLE;CULVERT;CURB;MAIL BOX;PEDESTRIAN,12;30;32;33;40;8
45332f8d20431803ae96bc79d97eedf6,OTHER OBJECT (NOT FIXED);UTILITY POLE;FENCE,18;30;38
8c2f3d5aeec3f1747902ec4aacb40c5b,GUARDRAIL END;DITCH,1;25;34
34e657cf1313c6e43d360d951dfd7145,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER;FENCE,12;36;38
87cba104019f34e98cb03df8ad8f70ff,DITCH;FENCE;Ran Off Road-Right;Cross Center Line;EMBANKMENT EARTH,34;38;63;68;71
82f7f68708d2693117a684ba4aeae26e,PARKED MOTOR VEHICLE;GUARDRAIL FACE;CURB,14;24;33
7071aefabfd9559f1be5645c811b04f4,UTILITY POLE;SHRUBBERY,1;30;41
dd0220ebef638b799f0575251cdbe9d2,CULVERT,1;32;6
851a62622c778f6a5e861f54074c2623,FENCE;Motor Vehicle-In-Motion Outside Trafficw;Ran Off Road-Left,38;55;64
4d4118a944780bbf3724c69d1ff48785,Motor Vehicle-In-Motion Outside Trafficw;Occupant Struck By Own Vehicle,55;74
4130e31a503266fc7e3c72f311afd436,PARKED MOTOR VEHICLE;Ran Off Road-Left,1;14;64
4c9a853ac00a45682fdf96dc38b13fba,OTHER POST; POLE; SUPP.;MAIL BOX;EMBANKMENT ROCK/STONE/CONCRETE,31;40;72
238725d405072e0902c4592aba30c900,PARKED MOTOR VEHICLE;OTHER OBJECT (NOT FIXED);FENCE;Motor Vehicle-In-Motion Outside Trafficw,14;18;38;55
60058bc51a8a22ff69efd3dd81c7553d,CONCRETE TRAFFIC BARRIER;Cable Barrier;Ran Off Road-Right;Ran Off Road-Left,36;57;63;64
dfdcd177430f2d6874bc9660fba7e891,BUILDING;Set In Motion By Motor Vehicle;Motor Vehicle-In-Motion Outside Trafficw,19;54;55
3687b107b4477bbc971c237027898ab1,PARKED MOTOR VEHICLE;FENCE;SHRUBBERY,14;38;41
1a9955e1a88dd5823a2bee3fe0613b64,MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY,13;5;6
f30b13131d063f2ecb5e60b14e0088a7,CULVERT,1;32;7
d5dd941569cea83abf2f7968f2ac9a8d,MOTOR VEHICLE IN TRANSPORT;GUARDRAIL FACE;OTHER FIXED OBJECTS,12;24;43
b94abc30de90ee7a90480f9c9e7647df,MOTOR VEHICLE IN TRANSPORT;CONCRETE TRAFFIC BARRIER,1;12;36;6
2b5dd42c586324dd95b6058b6bc86138,MOTOR VEHICLE IN TRANSPORT;PARKED MOTOR VEHICLE;Set In Motion By Motor Vehicle,12;14;54;6
d393697976366b923d363e20067a9f76,MOTOR VEHICLE IN TRANSPORT;BRIDGE PIER/ABUTMENT;GUARDRAIL FACE;CONCRETE TRAFFIC BARRIER,12;21;24;36;6
8847d1bcefb0438edaf30163e7eb6955,MOTOR VEHICLE IN TRANSPORT;FENCE;OTHER FIXED OBJECTS,12;38;43
3fd1f1dc9aca11044c8a3f64a88a721a,CURB;SHRUBBERY;Ran Off Road-Right,33;41;63
1a11b9b93be76f23fd6e526d6919324c,GUARDRAIL FACE;GUARDRAIL END;DITCH,24;25;34
263fcb7106dc3ef3c0c878bd4bfc44f2,CURB;FENCE;WALL,33;38;39;5
511d9bdb4e4192e00a9aa06267c7c29d,MOTOR VEHICLE IN TRANSPORT;THROWN OR FALLING OBJECT;UTILITY POLE,12;16;30
c7ddb75b66142c0da32d5c8f58dec2f2,FENCE;Ran Off Road-Left;EMBANKMENT EARTH,1;38;64;71
c88864d1d5f40c40de36796feac9f01e,MOTOR VEHICLE IN TRANSPORT;H-WAY TRAFFIC SIGNAL POST;WALL,12;27;39
9ca7eb18ee365a7fa4194bc7fc407565,MOTOR VEHICLE IN TRANSPORT;OTHER OBJECT (NOT FIXED);Set In Motion By Motor Vehicle;PEDESTRIAN,12;18;54;8
277d7f4797a7478f95dd4b9b2b21a879,CONCRETE TRAFFIC BARRIER;Cross Median,36;65
d78c3b5f1bf223787564d79ae8ac1ab2,CULVERT;DITCH;MAIL BOX;EMBANKMENT EARTH,1;32;34;40;71
4c835fe9421cff17afee60c518eb521c,LUMINAIRE/LIGHT SUPPORT;Ran Off Road-Right;EMBANKMENT EARTH,1;29;63;71
60cffcfbd09f55730615a91e3f633ea1,PARKED MOTOR VEHICLE;GUARDRAIL FACE;FENCE,14;24;38
07550641ed0992633707ac920a3b26b1,MAIL BOX;Cross Median,40;65
d761a562f26c3d98f397ad8729dab1c7,DITCH;Ran Off Road-Left,1;34;6;64
da28eb39889adf094ff56e38d86bd71f,OTHER OBJECT (NOT FIXED);UTILITY POLE,18;2;30
c29824d7057ec4a68dbb1351bf579163,PARKED MOTOR VEHICLE;MAIL BOX;OTHER FIXED OBJECTS;Ran Off Road-Right,14;40;43;63
8ffa535bad0cab668df87282b5aa9359,PARKED MOTOR VEHICLE;BUILDING;OTHER FIXED OBJECTS;FIRE HYDRANT,14;19;43;47
e6d5d4e98dbddb93852e18c85371881c,TREE;Motor Vehicle-In-Motion Outside Trafficw,1;42;55
0547575e85c4f15f63056bc517e9a0f8,OTHER POST; POLE; SUPP.;CURB;SHRUBBERY,31;33;41
8cd5862b1994284b1287208878514b54,PARKED MOTOR VEHICLE;WALL;Set In Motion By Motor Vehicle,14;39;54
7a6d0b1476e6baacf3b2a4bc9bbb9aa2,GUARDRAIL FACE;UTILITY POLE;FENCE;Ran Off Road-Right;Ran Off Road-Left,24;30;38;63;64
6199dcab00886fa94c50597a075a5599,UTILITY POLE;OTHER POST; POLE; SUPP.;CURB,30;31;33;7
0f254b7833d52df1bfa573c5fbf8df79,PARKED MOTOR VEHICLE;DITCH;MAIL BOX,14;34;40
18ae389d23c5b06ef49d4bc4ec0975e0,MOTOR VEHICLE IN TRANSPORT;MOTOR VEHICLE IN TRANSPORT-OTHER ROADWAY;PARKED MOTOR VEHICLE;TREE,12;13;14;42
76bc82d35b02b8a32bd03de82e203472,OTHER POST; POLE; SUPP.;CURB;Ran Off Road-Right,31;33;63
f02a23d39f629e62ffde61da428b1eb6,CURB;WALL;Cross Center Line,33;39;68
3591b57608c6aad643e10d5261591c6c,BUILDING;CURB;TREE,19;33;42
d86cae241e919c787f8f4450b8a22987,FENCE;WALL;SHRUBBERY;Ran Off Road-Right,38;39;41;63
eaa059704a6dc50e2bbfc62e2cb8dde0,GUARDRAIL FACE;Equip Failure;Ran Off Road-Right,24;61;63
